Codigo|Municipio|UG|Titulo|DataUltimaAuditoria|CodigoMunicipio|CodigoUG|LocalExecucao|DataInicial|AnoInicial|Prazo|NaturezaIntervencao|PrazoAditado|PrazoParalizacao
2814|Serra Talhada|Companhia Estadual de Habitação e Obras|Serviço de Engenharia para construção de 45 unidades habitacionais e implantação de infraestrutura básica, compreendendo: terraplanagem, pavimentação, drenagem, abastecimento d'água, esgotamento sanitário, iluminação no município de Serra Talhada em Pernambuco|2018-06-06T00:00:00|P143|800|Área urbana de Serra Talhada|2010-04-26T00:00:00|2010|420|Casa Popular|2342|68
2815|Araripina|Prefeitura Municipal de Araripina|Serviços de recuperação, manutenção e ampliação de redes de esgoto no município de Araripina|2018-06-08T00:00:00|P012|40|Sede do Município||||Saneamento||
2816|Araripina|Prefeitura Municipal de Araripina|Serviço de mão-de-obra com equipamento para execução de manutenção e extensão da iluminação pública em ruas, praças, avenidas e diversos logradouros na zona urbana e rural do Município de Araripina|2018-06-08T00:00:00|P012|40|Sede do Município||||Rede de Iluminação||
2817|Araripina|Prefeitura Municipal de Araripina|Conclusão das quadras poliesportivas cobertas com vestiários na Escola Eduardo de Souza Carvalho na Sede do município e em Lagoa do Barro|2018-06-01T00:00:00|P012|40|Escola Eduardo de Souza Carvalho (Sede) e distrito de Lagoa do Barro|2017-06-28T00:00:00|2017|125|Quadra Poliesportiva||
2818|Araripina|Prefeitura Municipal de Araripina|Conclusão da Construção da Escola Manoel Lopes de Macedo, Sítio Alho, Distrito de Nascente|2018-06-01T00:00:00|P012|40|Distrito de Nascente||||Escola||
2820|Araripina|Prefeitura Municipal de Araripina|Prestação de Serviço de Limpeza Urbana no município de Araripina-PE|2018-06-08T00:00:00|P012|40|Sede e zona rural do Município|2015-03-09T00:00:00|2015|367|Limpeza Urbana|365|
2821|Araripina|Prefeitura Municipal de Araripina|Locação de Veículos Automotores com motorista/condutor para atender as necessidades da Secretaria Municipal de Educação de Araripina-PE e das unidades escolares pertencentes à rede municipal de ensino|2018-06-01T00:00:00|P012|40|Sede e zona rural do Município||||Locação de Veículos||
2824|Araripina|Prefeitura Municipal de Araripina|Fornecimento de Materiais Elétricos para a Iluminação Pública do Município de Araripina|2018-06-08T00:00:00|P012|40|Sede do Município||||Rede de Iluminação||
2825|Catende|Prefeitura Municipal de Catende|Contratação de empresa de engenharia para executar serviços de recuperação e requalificação em diversas escolas do município.|2018-06-07T00:00:00|P044|182|Sede do município.|2018-01-09T00:00:00|2018|180|Escola||
2826|Caruaru|Secretaria de Educação de Pernambuco|Recuperação Emergencial da Escola José Carlos Florêncio, localizada no município de Caruaru/PE|2019-02-22T00:00:00|P043|1577|Av. Projetada, s/nº, Divinópolis |2017-09-15T00:00:00|2017|60|Escola||
2827|Caruaru|Secretaria de Educação de Pernambuco|Recuperação Emergencial do EREM Nelson Barbalho, localizada no município de Caruaru/PE|2019-04-12T00:00:00|P043|1577|Av. Dom Bosco,s/nº, Maurício de Nassau|2017-09-18T00:00:00|2017|60|Escola||
2828|Sirinhaém|Secretaria de Educação de Pernambuco|Recuperação Emergencial do EREM Dr. Eurico Chaves, localizada no município de Sirinhaém/PE|2019-04-12T00:00:00|P146|1577|Rua Marquês de Olinda, s/nº, Centro|2017-11-11T00:00:00|2017|60|Escola||
2829|Sirinhaém|Secretaria de Educação de Pernambuco|Recuperação Emergencial da Escola Barra de Sirinhaém, localizada no município do Sirinhaém/PE|2019-07-05T00:00:00|P146|1577|Rua Antônio Ribeiro, s/nº, Centro|2017-09-11T00:00:00|2017|60|Escola||
2830|Barreiros|Secretaria de Educação de Pernambuco|Recuperação Emergencial da Escola Cristiano Barbosa, localizada no município de Barreiros/PE|2019-07-05T00:00:00|P015|1577|Praça Antônio Ferreira Miranda, s/nº, Lotes|2017-11-11T00:00:00|2017|60|Escola||
2831|Gameleira|Secretaria de Educação de Pernambuco|Recuperação Emergencial da Escola Nossa Senhora da Penha, localizada no município de Gameleira/PE|2018-07-12T00:00:00|P061|1577|Av. José Barradas, nº 124, Centro|2017-09-11T00:00:00|2017|60|Escola||
2832|Caruaru|Prefeitura Municipal de Caruaru|Infraestrutura para o São João 2018 de Caruaru|2018-07-02T00:00:00|P043|172|Zona Urbana|2018-05-09T00:00:00|2018|75|Infraestrutura para Eventos||
2834|Iati|Prefeitura Municipal de Iati|Operação e Manutenção do Aterro Sanitário de Iati|2018-12-28T00:00:00|P067|265|Iati|2018-01-02T00:00:00|2018|365|Aterro Sanitário||
2835|Catende|Prefeitura Municipal de Catende|Contratação de empresa especializada na Execução dos Serviços de Limpeza Urbana nos distritos e no município de Catende/PE.|2018-06-15T00:00:00|P044|182|Sede e distritos|2018-03-22T00:00:00|2018|90|Limpeza Urbana||
2838|Catende|Prefeitura Municipal de Catende|Construção de uma Creche de Educação do tipo II no distrito de Roçadinho.|2018-06-07T00:00:00|P044|182|Distrito de Roçadinho|2016-01-04T00:00:00|2016|365|Creche||
2839|Catende|Prefeitura Municipal de Catende|Construção de uma Creche Proinfância - Tipo I no distrito de Lage Grande.|2018-06-07T00:00:00|P044|182|Distrito de Lage Grande|2017-09-26T00:00:00|2017|300|Creche||
2843|Brejo da Madre de Deus|Prefeitura Municipal do Brejo da Madre de Deus|Contratação de empresa especializada em locação de veículos para atender às diversas secretarias, decorrente do Procedimento Licitatório Nº 043/2017, Pregão Nº 015/2017.|2018-05-16T00:00:00|P027|103|Sede e Zona Rural|2017-11-01T00:00:00|2017|360|Locação de Veículos||
2846|Quixaba|Prefeitura Municipal de Quixaba|"Execução dos serviços de perfuração de poço tubular com rotopneumática e revestimento em PVC geomecânico 8"", na zona rural nas localidades Cachoeira dos Marçal, Lagoa da Cruz, Umburana e Salobro."|2018-07-12T00:00:00|P174|744|Zona Rural de Quixaba|2014-11-17T00:00:00|2014|45|Poço Tubular||
2847|São José do Egito|Prefeitura Municipal de São José do Egito|Serviços de Construção de Quadra Poliesportiva coberta com vestiário na Escola Municipal Pedro Eufrásio de Feitosa - Sítio Barra Nova no Município|2018-07-05T00:00:00|P140|614|Zona Rural de São José do Egito,  Sítio Barra Nova||||Quadra Poliesportiva||
2850|São José do Egito|Prefeitura Municipal de São José do Egito|Contratação de empresa especializada para execução emergencial dos serviços de perfuração extração de poços encomendados furaste do município conforme projeto Básico|2018-07-05T00:00:00|P140|614|Zona Rural de São José do Egito|||30|Poço Tubular||
2851|São José do Egito|Prefeitura Municipal de São José do Egito|Serviços de Construção da Academia da Saúde do Bairro da Cohab no Município|2018-07-05T00:00:00|P140|614|Zona Urbana de São José do Egito||||Praça/Parque||
2852|São José do Egito|Prefeitura Municipal de São José do Egito|Serviços de Construção de PSF no Povoado de Curralinho no Município.|2018-06-07T00:00:00|P140|614|Zona Rural de São José do Egito||||Posto de Saúde||
2853|São José da Coroa Grande|Prefeitura Municipal de São José da Coroa Grande|Contratação de Empresa especializada, para execução de serviços de locação de veículos,  e máquinas para atender as necessidades da Prefeitura e Fundos Municipais de São José da Coroa grande|2018-07-26T00:00:00|P138|608|Área Urbana do município|2017-01-03T00:00:00|2017|90|Limpeza Urbana|390|
2855|Solidão|Prefeitura Municipal de Solidão|Reforma da Escola Municipal José Gonçalves do Nascimento, na sede de Solidão - PE.|2018-07-19T00:00:00|P148|646|Zona Urbana de Solidão|2014-09-29T00:00:00|2014|180|Escola|900|
2857|Solidão|Prefeitura Municipal de Solidão|Pavimentação em paralelepípedos em pedra granítica e meio-fio em diversas ruas.|2018-07-19T00:00:00|P148|646|Zona Urbana de Solidão||||Pavimentação||
2858|Solidão|Prefeitura Municipal de Solidão|Pavimentação em paralelepípedos pedra granítica e meio fio na Rua Nossa Senhora de Lourdes.|2018-07-19T00:00:00|P148|646|Zona Urbana de Solidão|2014-07-03T00:00:00|2014|90|Pavimentação|270|
2859|Solidão|Prefeitura Municipal de Solidão|Reforma e ampliação da Unidade de Saúde do Povoado de São Francisco|2018-07-19T00:00:00|P148|646|Zona Rural de Solidão,Povoado São Francisco|2013-04-09T00:00:00|2013|150|Posto de Saúde|1000|
2860|Solidão|Prefeitura Municipal de Solidão|Construção de uma Unidades Básica de Saúde para o PSF no Povoado de Pelo Sinal.|2018-07-19T00:00:00|P148|646|Zona Rural de Solidão, Povoado Pelo Sinal|2012-05-02T00:00:00|2012|90|Posto de Saúde|180|
2861|Santa Cruz do Capibaribe|Companhia Pernambucana de Saneamento|Execução do Sistema de Esgotamento Sanitário da sede do Município de Santa Cruz do Capibaribe - PE.|2019-05-09T00:00:00|P129|802|Santa Cruz do capibaribe - PE|2017-05-25T00:00:00|2017|1080|Sistema de Esgotamento Sanitário||
2864|Salgueiro|Prefeitura Municipal de Salgueiro|Execução dos serviços de limpeza pública compreendendo a coleta de resíduos sólidos domiciliares, varrição, capinação e serviços correlatos no Município de Salgueiro-PE|2017-12-20T00:00:00|P126|563|Sede e zona rural do Município||||Limpeza Urbana||
2865|Barra de Guabiraba|Companhia Pernambucana de Saneamento|Obras da Adutora da Barragem de Serro Azul|2019-09-27T00:00:00|P014|802|Palmares e Bonito|2018-04-25T00:00:00|2018|450|Adutora|70|
2865|Belo Jardim|Companhia Pernambucana de Saneamento|Obras da Adutora da Barragem de Serro Azul|2019-09-27T00:00:00|P018|802|Palmares e Bonito|2018-04-25T00:00:00|2018|450|Adutora|70|
2865|Bezerros|Companhia Pernambucana de Saneamento|Obras da Adutora da Barragem de Serro Azul|2019-09-27T00:00:00|P020|802|Palmares e Bonito|2018-04-25T00:00:00|2018|450|Adutora|70|
2865|Bonito|Companhia Pernambucana de Saneamento|Obras da Adutora da Barragem de Serro Azul|2019-09-27T00:00:00|P024|802|Palmares e Bonito|2018-04-25T00:00:00|2018|450|Adutora|70|
2865|Camocim de São Félix|Companhia Pernambucana de Saneamento|Obras da Adutora da Barragem de Serro Azul|2019-09-27T00:00:00|P037|802|Palmares e Bonito|2018-04-25T00:00:00|2018|450|Adutora|70|
2865|Palmares|Companhia Pernambucana de Saneamento|Obras da Adutora da Barragem de Serro Azul|2019-09-27T00:00:00|P104|802|Palmares e Bonito|2018-04-25T00:00:00|2018|450|Adutora|70|
2865|Santa Cruz do Capibaribe|Companhia Pernambucana de Saneamento|Obras da Adutora da Barragem de Serro Azul|2019-09-27T00:00:00|P129|802|Palmares e Bonito|2018-04-25T00:00:00|2018|450|Adutora|70|
2867|Salgueiro|Prefeitura Municipal de Salgueiro|Contratação de empresa de engenharia, especializada em serviços de manutenção do aterro sanitário do município de Salgueiro|2017-12-20T00:00:00|P126|563|Sede do Município||||Aterro Sanitário||
2868|Salgueiro|Prefeitura Municipal de Salgueiro|Serviços de manutenção da iluminação pública municipal|2017-12-20T00:00:00|P126|563|Sede e zona rural do Município||||Rede de Iluminação||
2869|Gravatá|Prefeitura Municipal de Gravatá|Serviços de Limpeza Urbana|2018-05-04T00:00:00|P066|260|Zona Urbana|2018-01-30T00:00:00|2018|365|Limpeza Urbana||
2870|Recife|Secretaria de Saneamento do Recife|Contrato nº 2301.04.2018 - Execução das obras de saneamento, pavimentação, drenagem e construção civil (4 Estações Elevatórias de Esgoto e uma Estação de Tratamento de Esgoto) nas Unidades de Esgotamento - UE's 41B, 42 e 43 localizadas nos bairros do Cordeiro, Iputinga, Prado, Zumbi, Madalena, Torre e Engenho do Meio na cidade do Recife-PE.|2019-08-16T00:00:00|P120|523|Bairros do Cordeiro, Iputinga, Prado, Zumbi, Madalena, Torre e Engenho do Meio.|2018-05-03T00:00:00|2018|660|Saneamento||
2871|Ipojuca|Suape - Complexo Industrial Portuário Governador Eraldo Gueiros|Contratação de Empresa especializada para Execução dos serviços de Dragagem e aterro hidráulico para Alargamento do Canal nº 1 do Cluster Naval, do Complexo Industrial Portuário Governador Eraldo Gueiros - SUAPE|2018-12-06T00:00:00|P074|1041|Ipojuca|2015-11-25T00:00:00|2015|365|Dragagem||
2872|Ipojuca|Suape - Complexo Industrial Portuário Governador Eraldo Gueiros|Execução de obras e serviços de infraestrutura das áreas de consolidação do Projeto Habitacional|2018-12-06T00:00:00|P074|1041|Ipojuca|2013-12-18T00:00:00|2013|630|Urbanização|540|
2873|Ipojuca|Suape - Complexo Industrial Portuário Governador Eraldo Gueiros|Contratação de consultoria especializada para supervisão e fiscalização de das obras de infraestrutura nas áreas de consolidação do Projeto Habitacional do Complexo Industrial Portuário de SUAPE|2018-12-06T00:00:00|P074|1041|Ipojuca|2013-09-23T00:00:00|2013|660|Urbanização|180|
2876|Recife|Departamento de Estradas de Rodagem do Estado de Pernambuco|Contrato Nº 001/2017-DJ - Serviços de manutenção corretiva, manutenção preventiva e ampliação da rede semafórica sob jurisdição do DER/PE.|2018-07-12T00:00:00|P120|857|Estado de Pernambuco|2017-02-20T00:00:00|2017|180|Sinalização||
2877|Recife|Departamento de Estradas de Rodagem do Estado de Pernambuco|Contrato nº 088/2010-DJ - Prestação de Serviços com a disponibilização de soluções tecnológicas integradas para a gestão da rede semafórica do DER-PE.|2018-07-12T00:00:00|P120|857|Estado de Pernambuco|2010-11-01T00:00:00|2010|365|Sinalização|1825|
2880|Recife|Autarquia de Urbanização do Recife|Execução de Requalificação dos Passeios Públicos de diversas vias na Cidade do Recife/PE - LOTE 2. Contrato nº 024/2017.|2018-07-11T00:00:00|P120|1663|Av. Rui Barbosa, Av. João de Barros, Rua do Príncipe, Av. Rosa e Silva, Rua Amélia, Av. Visconde de Suassuna|2018-01-16T00:00:00|2018|365|Passeio público|300|
2884|São José da Coroa Grande|Prefeitura Municipal de São José da Coroa Grande|Contratação de empresa especializada para a execução dos serviços públicos de limpeza urbana do Município de São José da Coroa Grande - PE|2018-07-26T00:00:00|P138|608|Área Urbana do município|2018-03-13T00:00:00|2018|300|Limpeza Urbana||
2886|Garanhuns|Prefeitura Municipal de Garanhuns|Operação, ampliação e modernização do aterro sanitário|2018-08-17T00:00:00|P062|247|Zona Rural|2018-01-04T00:00:00|2018|365|Aterro Sanitário||
2887|Garanhuns|Prefeitura Municipal de Garanhuns|Gerenciamento dos Resíduos de Serviços de Saúde|2019-02-07T00:00:00|P062|247|Zona Urbana|2019-01-01T00:00:00|2019|180|Gerenciamento dos Resíduos de Serviços de Saúde||
2890|Caruaru|Secretaria de Educação de Pernambuco|Recuperação Emergencial da Escola Prof.ª Rosilda Maciel Vieira, localizada no município de Caruaru/PE|2019-02-22T00:00:00|P043|1577|Rua Gustavo Bezerra s/nº|2017-09-15T00:00:00|2017|60|Escola|60|
2891|Caruaru|Secretaria de Educação de Pernambuco|Recuperação Emergencial da Escola Dom Vital, localizada no município de Caruaru/PE|2019-04-12T00:00:00|P043|1577|Praça Dom Vital, s/nº|2017-09-18T00:00:00|2017|60|Escola|60|
2892|Sirinhaém|Secretaria de Educação de Pernambuco|Recuperação Emergencial da Escola Teotônio Correia da Silva, localizada no município de Sirinhaém/PE|2019-07-05T00:00:00|P146|1577|Rua do Comércio, s/nº - Distrito Ibiratinga|2017-09-11T00:00:00|2017|60|Escola|60|
2893|Sirinhaém|Secretaria de Educação de Pernambuco|Recuperação Emergencial da Escola Dr. Miguel Arraes de Alencar, localizada no município de Sirinhaém/PE|2019-04-12T00:00:00|P146|1577|Rua Cardoso da Fonte, s/nº - Distrito de Santo Amaro|2017-09-11T00:00:00|2017|60|Escola|60|
2894|Ribeirão|Secretaria de Educação de Pernambuco|Recuperação Emergencial da Escola Pe. Américo Novais, localizada no município de Ribeirão/PE|2019-02-22T00:00:00|P122|1577|Rua Joaquim Nabuco, s/nº|2017-09-15T00:00:00|2017|60|Escola|60|
2895|Rio Formoso|Secretaria de Educação de Pernambuco|Recuperação Emergencial da Escola Dr. Caetano Monteiro, localizada no município de Rio Formoso/PE|2018-09-21T00:00:00|P123|1577|Rua Prof.º Aurino Niceas, nº 21 - Distrito de Cucau|2017-09-15T00:00:00|2017|60|Escola|60|
2896|Rio Formoso|Secretaria de Educação de Pernambuco|Recuperação Emergencial do EREM Wilson de Andrade Barreto, localizada no município de Rio Formoso/PE|2019-02-22T00:00:00|P123|1577|Praça Des. Carlos Xavier Paes Barreto, s/nº - Saue|2017-09-15T00:00:00|2017|60|Escola|60|
2898|Macaparana|Prefeitura Municipal de Macaparana| Pregão nº 10/2017, Processo nº 16/2017, locação de veículos para o TFD - Transporte Fora do Domicílio, da Secretaria de Saúde|2018-08-31T00:00:00|P094|366|Cidades vizinhas|2018-05-02T00:00:00|2018|360|Locação de Veículos||
2905|Jatobá|Prefeitura Municipal de Jatobá|Serviços de Limpeza Urbana|2018-04-12T00:00:00|P179|762|Zona rural do município||||Aterro Sanitário||
2906|Quixaba|Prefeitura Municipal de Quixaba|Contratação de empresa para execução dos serviços de construção de uma escola padrão FNDE - 12 (doze) salas.|2018-07-12T00:00:00|P174|744|Zona Urbana de Quixaba|2014-07-25T00:00:00|2014|270|Escola|1460|
2907|Quixaba|Prefeitura Municipal de Quixaba|"Contratação de empresa para execução dos serviços de construção de ""Centro de Eventos"" no Município de Quixaba-PE."|2018-07-12T00:00:00|P174|744|Zona Urbana de Quixaba|2014-06-25T00:00:00|2014||Centro Cultural||
2908|Quixaba|Prefeitura Municipal de Quixaba|Contratação de empresa para execução dos serviços de construção De Pavimentação em Paralelepípedos no Município de Quixaba-PE.|2018-07-12T00:00:00|P174|744|Quixaba|2014-10-20T00:00:00|2014|120|Pavimentação|360|
2909|Quixaba|Prefeitura Municipal de Quixaba|Contratação de empresa para execução dos serviços de construção De Pavimentação em Paralelepípedos no Município de Quixaba-PE.|2018-07-12T00:00:00|P174|744|Quixaba|2015-02-09T00:00:00|2015||Pavimentação||
2910|Inajá|Prefeitura Municipal de Inajá|Serviços de Limpeza Urbana|2018-08-20T00:00:00|P072|286|Zona rural do município||||Aterro Sanitário||
2915|Garanhuns|Prefeitura Municipal de Garanhuns|Pavimentação em TSD e paralelepípedos no bairro Severiano Moraes Filho, Garanhuns-PE|2018-08-03T00:00:00|P062|247|Diversas ruas no Bairro Severiano de Moraes Filho, Granhuns|2014-09-19T00:00:00|2014|90|Pavimentação|1351|
2916|Garanhuns|Prefeitura Municipal de Garanhuns|Pavimentação em TSD no bairro Francisco Figueira, Garanhuns-PE|2018-08-03T00:00:00|P062|247|Diversas ruas no Bairro Francisco Figueira, Granhuns|2014-10-27T00:00:00|2014|90|Pavimentação|1343|
2917|Garanhuns|Prefeitura Municipal de Garanhuns|Pavimentação em TSD no bairro Aloisio Pinto, Garanhuns-PE|2018-08-03T00:00:00|P062|247|Diversas ruas no Bairro Aloísio Pinto, Garanhuns|2015-06-02T00:00:00|2015|150|Pavimentação|1189|
2920|Ferreiros|Prefeitura Municipal de Ferreiros|Disposição final dos resíduos sólidos |2018-02-15T00:00:00|P057|232|Fazenda Jurema, Município de Itambé/PE||||Limpeza Urbana||
2922|Caruaru|Secretaria de Educação de Pernambuco|Recuperação Emergencial da Escola Paulina Monteiro, localizada no município de Caruaru/PE|2019-04-12T00:00:00|P043|1577|Rua José Carlos Coutinho, nº 432 - Cedro|2017-09-18T00:00:00|2017|60|Escola|60|
2923|Carpina|Prefeitura Municipal de Carpina|Disposição final dos resíduos sólidos|2018-02-27T00:00:00|P042|169|Zona Rural||||Limpeza Urbana||
2924|Bom Jardim|Prefeitura Municipal do Bom Jardim|Disposição final dos resíduos sólidos|2018-03-28T00:00:00|P023|88|Zona Rural de Bom Jardim||||Limpeza Urbana||
2925|São José do Belmonte|Prefeitura Municipal de São José do Belmonte|Aplicação de revestimento asfáltico (CBUQ) sobre paralelepípedo em diversas ruas.|2019-06-14T00:00:00|P139|611|Sede e distritos|2018-06-08T00:00:00|2018|120|Pavimentação||
2926|São José do Belmonte|Prefeitura Municipal de São José do Belmonte|Construção do abatedouro público Municipal.|2018-08-13T00:00:00|P139|611|Zona rural.|2018-11-19T00:00:00|2018|180|Edificação||
2927|São José do Belmonte|Prefeitura Municipal de São José do Belmonte|Contratação de empresa para prestação de serviços terceirizados de horas máquina para atender a diversos setores do Município.|2019-06-14T00:00:00|P139|611|Zona Rural|2017-12-29T00:00:00|2017|365|Rodovia||
2928|Garanhuns|Prefeitura Municipal de Garanhuns|Construção do Novo Colégio Municipal Pe. Agobar Valença, Garanhuns-PE|2018-08-03T00:00:00|P062|247|Bairro Heliópolis, Garanhuns|2015-12-03T00:00:00|2015|450|Escola|450|
2929|São José do Belmonte|Prefeitura Municipal de São José do Belmonte|Construção de quadra poliesportiva sem coberta na Vila Fortuna.|2018-08-20T00:00:00|P139|611|Vila Fortuna||||Quadra Poliesportiva||
2930|São José do Belmonte|Prefeitura Municipal de São José do Belmonte|Construção do passeio armorial Ariano Suassuna de São José do Belmonte.|2019-06-14T00:00:00|P139|611|Sede||||Passeio público||
2931|São José do Belmonte|Prefeitura Municipal de São José do Belmonte|Implantação e recuperação de estradas vicinais nos projetos de assentamentos de Terra Livre, Terra Nova e Vida Nova, em São José do Belmonte.|2019-06-14T00:00:00|P139|611|Zona Rural|2018-01-11T00:00:00|2018|120|Rodovia|120|
2932|São José do Belmonte|Prefeitura Municipal de São José do Belmonte|Construção de uma praça no povoado do Serrote e no Distrito do Carmo e reforma da praça Maria José Gomes Lopes na sede do Município e de uma praça no Distrito do Carmo de São José do Belmonte.|2019-05-22T00:00:00|P139|611|Sede e distritos|2018-05-14T00:00:00|2018|120|Praça/Parque||
2933|Camaragibe|Prefeitura Municipal de Camaragibe|Disposição final dos resíduos sólidos|2018-05-18T00:00:00|P036|144|Zona Rural de Camaragibe||||Limpeza Urbana||
2934|Pedra|Prefeitura Municipal da Pedra|Serviços de Limpeza Pública|2018-04-13T00:00:00|P112|462|Zona rural do município||||Aterro Sanitário||
2935|Chã de Alegria|Prefeitura Municipal de Chã de Alegria|Disposição final dos resíduos sólidos|2018-05-08T00:00:00|P046|189|Sítio Anil, zona rural de Chã da Alegria||||Limpeza Urbana||
2936|Garanhuns|Prefeitura Municipal de Garanhuns|Pavimentação em paralelepípedos graníticos e drenagem em diversas ruas no bairro Severiano Moraes Filho, Garanhuns-PE|2018-08-03T00:00:00|P062|247|Diversas ruas no Bairro Severiano de Moraes Filho, Granhuns|||360|Pavimentação|290|
2937|Garanhuns|Prefeitura Municipal de Garanhuns|Pavimentação em paralelepípedos graníticos e drenagem em diversas ruas no bairro Mundaú, Garanhuns-PE|2018-08-03T00:00:00|P062|247|Bairro Mundaú, Garanhuns|2016-03-17T00:00:00|2016|360|Pavimentação|349|
2938|Garanhuns|Prefeitura Municipal de Garanhuns|Pavimentação asfáltica em diversas ruas no bairro da Boa Vista, Garanhuns-PE|2018-08-03T00:00:00|P062|247|Diversas ruas no bairro da Boa Vista, Garanhuns-PE|2017-01-26T00:00:00|2017|120|Pavimentação|368|
2939|Garanhuns|Prefeitura Municipal de Garanhuns|Pavimentação em paralelepípedos no Distrito de Miracica, Garanhuns-PE|2018-08-03T00:00:00|P062|247|Diversas ruas no Distrito de Miracica, Garanhuns-PE|2015-04-13T00:00:00|2015|120|Pavimentação|996|
2942|Tacaratu|Prefeitura Municipal de Tacaratu|Serviços de Limpeza Pública.|2018-04-12T00:00:00|P152|660|Zona rural do município||||Aterro Sanitário||
2943|Manari|Prefeitura Municipal de Manari|Serviços de Limpeza Pública.|2018-04-13T00:00:00|P180|764|Zona rural do município||||Aterro Sanitário||
2944|Santa Maria do Cambucá|Prefeitura Municipal de Santa Maria do Cambucá|Contratação de empresa para locação, montagem e desmontagem de equipamentos para realização de eventos.|2018-08-27T00:00:00|P131|582|Zona urbana e rural|2018-01-26T00:00:00|2018|360|Locação de Equipamentos para Eventos||
2946|Tuparetama|Prefeitura Municipal de Tuparetama|Construção de Quadra Poliesportiva Coberta na Cidade de Tuparetama-PE.|2018-08-30T00:00:00|P162|698|Tuparetama - PE|2014-05-23T00:00:00|2014|180|Quadra Poliesportiva||
2947|Tuparetama|Prefeitura Municipal de Tuparetama|Construção de Unidade Básica de Saúde no Distrito de Santa Rita.|2018-08-30T00:00:00|P162|698|Distrito Santa Rita, Zona Rural de Tuparetama-PE|2014-05-07T00:00:00|2014|180|Posto de Saúde|540|
2948|Glória do Goitá|Prefeitura Municipal de Glória do Goitá|Disposição final dos resíduos sólidos|2018-02-20T00:00:00|P063|251|Glória do Goiitá||||Limpeza Urbana||
2953|Recife|Secretaria de Saúde do Recife|Gestão, com monitoramento on-line, da execução dos projetos executivos, planejamento, implantação e gerenciamento de todas as atividades relacionadas a obras de engenharia civil, e de engenharia clínica, incluindo a gestão de manutenção preventiva e corretiva de baixa complexidade das instalações e equipamentos da rede das unidades assistenciais de saúde da Prefeitura da Cidade do Recife, localizadas nas diversas áreas da cidade.|2018-08-31T00:00:00|P120|521|Recife|2016-03-31T00:00:00|2016|420|Edificação|840|
2954|Cabo de Santo Agostinho|Secretaria de Educação de Pernambuco|Ampliação, Reforma e Construção de quadra na Escola Pastor José Florêncio Rodrigues, localizada no município do Cabo de Santo Agostinho/PE|2019-12-06T00:00:00|P030|1577|Jardim Santo Inácio s/nº|2016-12-30T00:00:00|2016|210|Escola|270|
2955|Araripina|Prefeitura Municipal de Araripina|Recuperação e pavimentação em paralelepípedos|2018-10-03T00:00:00|P012|40|Sede|2018-04-02T00:00:00|2018||Pavimentação||
2956|Araripina|Prefeitura Municipal de Araripina|Construção da Unidade de Pronto Atendimento|2018-10-03T00:00:00|P012|40|Sede|2018-06-04T00:00:00|2018||Posto de Saúde||
2957|Araripina|Prefeitura Municipal de Araripina|Drenagem no Bairro Zé Martins|2018-10-03T00:00:00|P012|40|Sede|2018-04-02T00:00:00|2018||Drenagem||
2958|Araripina|Prefeitura Municipal de Araripina|Construção da Unidade Básica de Saúde - Distrito de Gergelim|2018-10-03T00:00:00|P012|40|Sede|2018-06-04T00:00:00|2018||Posto de Saúde||
2959|Araripina|Prefeitura Municipal de Araripina|Construção da Unidade Básica de Saúde - Distrito de Nascente|2018-10-03T00:00:00|P012|40|Sede|2018-04-02T00:00:00|2018||Posto de Saúde||
2960|Araripina|Prefeitura Municipal de Araripina|Pavimentação em paralelepípedos em diversas ruas do Município de Araripina|2018-10-03T00:00:00|P012|40|Sede|2018-06-04T00:00:00|2018||Pavimentação||
2961|Araripina|Prefeitura Municipal de Araripina|Locação de Máquinas e Equipamentos para abertura de estradas vicinais, além de construção e reparos em barreiro e açudes.|2018-10-03T00:00:00|P012|40|Sede|2018-04-02T00:00:00|2018||Locação de Veículos||
2962|Araripina|Prefeitura Municipal de Araripina|Recuperação e manutenção de esgotos.|2018-10-03T00:00:00|P012|40|Sede|2018-04-02T00:00:00|2018||Drenagem||
2963|Araripina|Prefeitura Municipal de Araripina|Pavimentação asfáltica|2018-10-03T00:00:00|P012|40|Sede|2018-04-02T00:00:00|2018||Pavimentação||
2964|Chã de Alegria|Prefeitura Municipal de Chã de Alegria|Serviço de Assessoria Técnica e Fiscalização de Obras do Município - Convite nº 04/2017|2018-11-08T00:00:00|P046|189|Chã de Alegria|2017-03-20T00:00:00|2017|365|Consultoria|524|
2966|Chã de Alegria|Prefeitura Municipal de Chã de Alegria|Serviço de Transporte Universitário - Tomada de Preços nº 03/2017|2018-11-08T00:00:00|P046|189|Chã de Alegria|2017-04-17T00:00:00|2017|253|Transporte Escolar||
2967|Chã de Alegria|Prefeitura Municipal de Chã de Alegria|Locação de Caminhão Compactador de Lixo e Retroescavadeira para Coleta de Resíduos Sólidos - Tomada de Preços nº 04/2017|2018-11-08T00:00:00|P046|189|Chã de Alegria|2017-04-18T00:00:00|2017|365|Locação de Veículos||
2968|Chã de Alegria|Prefeitura Municipal de Chã de Alegria|Pavimentação de Diversas Ruas - Tomada de Preços nº 06/2017|2018-11-08T00:00:00|P046|189|Vila União|2017-06-22T00:00:00|2017|180|Revestimento em Paralelepípedos Graníticos|370|
