Conteudo|TipoPrazo|nr_processo|NomeUJDeterminacao|NomeUJPrincipalProcesso|ExercicioPrincipalProcesso|NomeRelator|Modalidade|Tipo|EsferaUJPrincipalProcesso|MunicipioUJPrincipalProcesso|StatusProcesso|Documento|AnoAcordaoParecer|DataSessaoJulgamento|HoraSessaoJulgamento|NomeColegiado|LinkProcesso|LinkDocumento|NumeroAcordaoParecer|dt_prazo|nr_prazo_dias
Apresentar todos os documentos e informações exigidas pelo Tribunal de Contas quando da prestação de contas anual, assinados digitalmente por todos os responsáveis indicados na Resolução de prestação de contas vigente, observando, ainda, os modelos estabelecidos nessa Resolução.<br>Adotar todas as medidas necessárias à implantação do Órgão Setorial de Contabilidade da Secretaria de Meio Ambiente e Sustentabilidade no prazo de 180 dias, com a lotação de um profissional habilitado para gestão da Unidade e assinatura dos demonstrativos contábeis da Secretaria.<br>Realizar, por ocasião do encerramento do exercício financeiro, o inventário dos bens móveis permanentes que estejam sob a posse e guarda da Secretaria de Meio Ambiente e Sustentabilidade, por meio de comissão instituída para essa finalidade.<br>Aprimorar os controles das contas bancárias e efetuar, tempestivamente, o registro das movimentações financeiras na sua contabilidade.<br>Planejar adequadamente as aquisições de bens e serviços, com fins de evitar prorrogações contratuais que não sejam nas exceções previstas no artigo 57 da Lei Federal nº 8.666/93, ou ainda, a realização de despesas sem a observância ao disposto no artigo 2º da citada Lei.<br>|Sem prazo|16100201-8|Secretaria de Meio Ambiente e Sustentabilidade de Pernambuco|Secretaria de Meio Ambiente e Sustentabilidade de Pernambuco|2015|JOÃO CARNEIRO CAMPOS|Prestação de Contas|Gestão|E |Recife|Transitado em julgado|Acórdão|2017|2017-08-08|10:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100201&digito=8|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=FA11E9E1-2667-4CA5-952F-E922540CBB41|824||
"<p>Atentar para o prazo de publica&amp;ccedil;&amp;atilde;o dos processos de dispensa e inexigibilidade na imprensa oficial, conforme reza o art. 26 da Lei de Licita&amp;ccedil;&amp;otilde;es;</p>
<br><p style=""text-align: justify;"">Atentar para o conte&amp;uacute;do e informa&amp;ccedil;&amp;otilde;es obrigat&amp;oacute;rias que devem consta da Presta&amp;ccedil;&amp;atilde;o de Contas;&amp;nbsp;</p>
<br>"|Sem prazo|16100202-0|Fundação do Patrimônio Histórico e Artístico de Pernambuco|Fundação do Patrimônio Histórico e Artístico de Pernambuco|2015|TERESA DUERE|Prestação de Contas|Gestão|E |Recife|Transitado em Julgado após Recursos|Acórdão|2019|2019-05-28|10:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100202&digito=0|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=832EE3A7-155B-43DF-915A-313B111A6B2E|617||
" Apresentar todas as informações exigidas pelo Tribunal de Contas quando da prestação de contas anual;<br> Providenciar um profissional de contabilidade para elaborar e assinar os documentos contábeis do PROCON;<br> Manter o inventário de bens atualizado.
<br>"|Sem prazo|16100203-1|Coordenadoria Geral de Proteção e Defesa do Consumidor|Secretaria de Justiça e Direitos Humanos de Pernambuco|2015|RICARDO RIOS|Prestação de Contas|Gestão|E |Recife|Transitado em julgado|Acórdão|2017|2017-03-14|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100203&digito=1|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=76964EBA-199B-4F1E-A04E-7270D09CCABA|215||
"Apresentar todas as informações exigidas pelo Tribunal de Contas quando da prestação de contas anual;
<br>Apenas liberar recursos para deslocamento de servidores para fora do Estado, após sua prévia autorização e publicação  no DOE/PE (SEJUDH);<br>"|Sem prazo|16100203-1|Secretaria de Justiça e Direitos Humanos de Pernambuco|Secretaria de Justiça e Direitos Humanos de Pernambuco|2015|RICARDO RIOS|Prestação de Contas|Gestão|E |Recife|Transitado em julgado|Acórdão|2017|2017-03-14|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100203&digito=1|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=76964EBA-199B-4F1E-A04E-7270D09CCABA|215||
Implementar o controle da jornada de trabalho dos servidores, conforme previsto em estudo realizado pelo IAUPE ;<br>Proceder à implementação de providências e recomendações decorrentes de auditorias internas do DER-PE, visando sanear as irregularidades constatadas;<br>Abster-se da execução de contratos sem envio para apreciação acerca da legalidade e correspondente visto da PGE/PE;<br>Assegurar-se, através dos termos aditivos das prorrogações, que os valores do objeto das prorrogações contratuais do DER/PE foram pactuados com base nos valores de mercado, evitando a aceitação pela empresa prestadora para posteriores cobranças indevidas de reajuste não concedidos;<br>Abster-se da execução de contrato sem autorização da Secretaria de Administração prevista no art. 6º do Decreto Estadual nº 40.441/2014, como condição de eficácia para as contratações.<br>|Sem prazo|16100204-3|Departamento de Estradas de Rodagem do Estado de Pernambuco|Departamento de Estradas de Rodagem do Estado de Pernambuco|2015|MARCOS LORETO|Prestação de Contas|Gestão|E |Recife|Transitado em julgado|Acórdão|2017|2017-05-30|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100204&digito=3|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=02D6F0E1-16A1-4397-A9B9-BB4BEA461817|531||
Apresentar a Prestação de Contas com todos os elementos essenciais previstos nos normativos;<br>Informar dados consistentes, quanto ao valor, entre o Balanço Patrimonial, o Mapa de Bens Imóveis e o Resumo dos Registros de Imóveis apresentados.<br>|Sem prazo|16100206-7|Secretaria da Mulher de Pernambuco|Secretaria da Mulher de Pernambuco|2015|MARCOS LORETO|Prestação de Contas|Gestão|E |Recife|Transitado em julgado|Acórdão|2017|2017-05-09|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100206&digito=7|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=19E303BF-1CC3-459C-907B-BA2A1800BD2E|463||
"Publicar os extratos conveniais com todos os elementos essenciais;<br>Abster-se de executar despesas não previstas na LOA, não podendo considerar alterações
desta se não forem por meio de lei ""extricto sensu"", ou seja, lei votada, aprovada,
sancionada e publicada;<br>Regularizar os registros contábeis, atentando para a tempestiva escrituração contábil no
Sistema e-Fisco;<br>Providenciar servidor responsável pelo controle interno da SARA<br>"|Sem prazo|16100210-9|Secretaria de Agricultura e Reforma Agrária de Pernambuco|Secretaria de Agricultura e Reforma Agrária de Pernambuco|2015|RANILSON RAMOS|Prestação de Contas|Gestão|E |Recife|Transitado em julgado|Acórdão|2017|2017-10-31|10:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100210&digito=9|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=272D0A32-1047-4D0A-8A33-53D1FC2DC374|1211||
"Adotar providências,  em conjunto com a SEPLAG e as secretarias finalísticas, que viabilizem o aprimoramento do controle e fiscalização dos recursos do FEM relativos às obras realizadas e às análises das prestações de contas dos Planos de Trabalho Municipais aprovados - PTM's;<br><p>Adotar provid&amp;ecirc;ncias junto &amp;agrave; SEPLAG, em obedi&amp;ecirc;ncia aos art. 9&amp;ordm; e 11 da Lei n&amp;ordm; 14.921/2013 c/c os arts. 16 e 17 do Decreto n&amp;ordm;&amp;nbsp; 39.200/2013, para instaura&amp;ccedil;&amp;atilde;o de imediato das tomadas de contas das presta&amp;ccedil;&amp;otilde;es de contas dos Planos de Trabalhos Municipais de Surubim em que se verificou a aus&amp;ecirc;ncia de pavimenta&amp;ccedil;&amp;atilde;o nas ruas Projetada 07 e Nivaldo Vilarim Pires, e ap&amp;oacute;s a conclus&amp;atilde;o, encaminhar toda documenta&amp;ccedil;&amp;atilde;o pertinente ao assunto para CCE &amp;ndash; Coordenadoria de Controle Externo do TCE-PE;</p>
<br>Adotar providências, em conjunto com a SEPLAG e as secretarias finalísticas,  para que sejam cumpridas rigorosamente as exigências contidas no Manual de Prestação de Contas do FEM.<br><p>Estabelecer, em conjunto com a SEPLAG, provid&amp;ecirc;ncias que viabilizem uma an&amp;aacute;lise pr&amp;eacute;via rigorosa, objetivando a confer&amp;ecirc;ncia dos documentos que integram a presta&amp;ccedil;&amp;atilde;o de contas apresentada pelo munic&amp;iacute;pio, nos termos do item 2.1.4 do Relat&amp;oacute;rio de Auditoria.</p>
<br>"|Sem prazo|16100217-1|Fundo Estadual de Apoio Ao Desenvolvimento Municipal|Fundo Estadual de Apoio Ao Desenvolvimento Municipal|2015|ALDA MAGALHÃES|Prestação de Contas|Gestão|E |Recife|Transitado em julgado|Acórdão|2019|2019-03-26|10:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100217&digito=1|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=93C6ACDA-F14A-41F4-89B2-5A03B5EC97FA|345||
Aprimorar o processo de planejamento das aquisições, atentando para as despesas que devem ser submetidas ao procedimento licitatório ou processamento normal, utilizando o regime de suprimento individual apenas nos casos expressamente previstos em lei, qual seja, em caráter excepcional e urgente;<br>Fazer  constar nas prestações de contas dos suprimentos individuais todos os documentos necessários à analise da regularidade das despesas efetuadas, em especial à comprovação da finalidade pública, a exemplo de nome, data e local do evento, participantes e finalidade das reuniões e encontros; <br>Atentar para a estrita obediência aos locais de aplicação dos recursos dos suprimentos individuais (na sede ou fora da sede), de acordo com o que for especificado pelo ordenador da despesa no documento que antecede à emissão da Nota de Empenho.<br>|Sem prazo|16100218-3|Gabinete do Vice-governador|Vice-governadoria|2015|MARCOS LORETO|Prestação de Contas|Gestão|E |Recife|Transitado em Julgado após Recursos|Acórdão|2017|2017-11-16|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100218&digito=3|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=A432C3E7-206D-4410-A1B5-D1DDF7C22B08|1274||
Adotar medidas para que seja cumprido o limite legal de despesa total do Poder Legislativo.<br>|Sem prazo|16100219-5|Câmara Municipal de Itaquitinga|Câmara Municipal de Itaquitinga|2015|MARCOS LORETO|Prestação de Contas|Gestão|M |Itaquitinga|Transitado em julgado|Acórdão|2017|2017-12-05|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100219&digito=5|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=CD64882D-5603-405A-8EBA-5941B05B97C6|1324||
Realizar levantamento da necessidade de pessoal do Poder Legislativo, procedendo à análise da natureza dos cargos comissionados ora ocupados e suas atribuições, indicando se estes, de fato, correspondem a de cargos de direção, chefia ou assessoramento.<br>Observar a exigência contida no artigo 55, §º 2º, da Lei de Responsabilidade Fiscal e artigo 10, § 4º da Resolução TCE-PE nº 20/2015, e passar a informar em notas explicativas dos demonstrativos fiscais (Anexos) dos Relatórios de Gestão Fiscal, a data de publicação ou, no caso de afixação em local visível da referida Câmara Municipal, o período de publicação, bem como os veículos de comunicação utilizados, como o Diário Oficial do Estado, o Diário Oficial do Município, um jornal local de gran<br>|Sem prazo|16100221-3|Câmara Municipal de Flores|Câmara Municipal de Flores|2015|VALDECIR PASCOAL|Prestação de Contas|Gestão|M |Flores|Transitado em julgado|Acórdão|2017|2017-06-01|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100221&digito=3|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=E2936565-2F58-4799-8E7B-55A6EFF6A03D|550||
"<p>Atentar para os prazos de envio e para publica&amp;ccedil;&amp;atilde;o dos relat&amp;oacute;rios fiscais;</p>
<br><p dir=""ltr"">Instituir um efetivo controle de combust&amp;iacute;veis.</p>
<br>"|Sem prazo|16100222-5|Câmara Municipal de Jucati|Câmara Municipal de Jucati|2015|LUIZ ARCOVERDE FILHO|Prestação de Contas|Gestão|M |Jucati|Transitado em julgado|Acórdão|2018|2018-03-08|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100222&digito=5|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=A6B0E698-097F-4754-9556-44759D3CE34E|155||
"<p>Proceder a estudo do quadro de pessoal efetivo necess&amp;aacute;rio para desenvolver as atividades de car&amp;aacute;ter cont&amp;iacute;nuo, ressaltando o quadro de Controle Interno.</p>
<br>"|Sem prazo|16100223-7|Câmara Municipal de Tacaratu|Câmara Municipal de Tacaratu|2015|RANILSON RAMOS|Prestação de Contas|Gestão|M |Tacaratu|Transitado em julgado|Acórdão|2018|2018-05-22|10:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100223&digito=7|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=0557503A-FF07-464C-AE1D-3B2B70848342|702||
"<p align=""justify""><font color=""#000000""><font face=""Times New Roman, serif""><font size=""3""><font face=""Courier New, serif"">Que a C&amp;acirc;mara </font><font face=""Courier New, serif"">Municipal de Santa Filomena </font><font face=""Courier New, serif"">n&amp;atilde;o pague </font><font face=""Courier New, serif"">Verba de Representa&amp;ccedil;&amp;atilde;o ao Presidente da C&amp;acirc;mara,&amp;nbsp;</font><font face=""Courier New, serif"">enquanto n&amp;atilde;o existir uma lei criando/</font><font face=""Courier New, serif"">autorizando o pagamento, nos termos que preconiza </font><font face=""Courier New, serif"">o </font><font color=""#000000""><font face=""Courier New, serif"">artigo&amp;nbsp;37, caput, incisos XI e XII, &amp;sect; 1&amp;deg;, da Constitui&amp;ccedil;&amp;atilde;o Federal </font></font><font color=""#000000""><font face=""Courier New, serif"">e </font></font><font face=""Courier New, serif"">a</font><font face=""Courier New, serif"">s</font><font face=""Courier New, serif""> delibera</font><font face=""Courier New, serif"">&amp;ccedil;&amp;otilde;es</font><font face=""Courier New, serif""> </font><font face=""Courier New, serif"">do TCE/PE </font><font color=""#000000""><font face=""Courier New, serif""><font size=""3"">TC n&amp;deg;</font></font></font><font color=""#000000""><sup><font face=""Courier New, serif""><font size=""3"">s</font></font></sup></font><font color=""#000000""><font face=""Courier New, serif""><font size=""3""><strong> </strong></font></font></font><font color=""#000000""><font face=""Courier New, serif""><font size=""3"">0763/01</font></font></font><font color=""#000000""><font face=""Courier New, serif""><font size=""3""><strong>,</strong></font></font></font><font color=""#000000""><font face=""Courier New, serif""><font size=""3""> 1042/03 e 1251/09 de </font></font></font><font face=""Courier New, serif"">Processos em sede de Consulta.</font></font></font></font></p>
<br>"|Sem prazo|16100224-9|Câmara Municipal de Santa Filomena|Câmara Municipal de Santa Filomena|2015|DIRCEU RODOLFO DE MELO JÚNIOR|Prestação de Contas|Gestão|M |Santa Filomena|Transitado em Julgado após Recursos|Acórdão|2018|2018-02-08|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100224&digito=9|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=0520B57D-DF42-46C6-8BFD-E99838BFB175|78||
Realizar processos licitatórios em estreita consonância com as exigências contidas na Lei Federal nº 8.666/93 (Lei de Licitações e Contratos).<br>Atentar para a adoção dos procedimentos previstos na Lei Federal nº 8.666/93, contemplando a documentação correta e necessária para a formalização de cada processo. <br>|Sem prazo|16100226-2|Câmara Municipal de Jupi|Câmara Municipal de Jupi|2015|JOÃO CARNEIRO CAMPOS|Prestação de Contas|Gestão|M |Jupi|Transitado em julgado|Acórdão|2017|2017-06-20|10:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100226&digito=2|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=DB883A65-5FF3-4DAF-9E8B-02647071C3A4|668||
Seguir as recomendações contidas no Parecer Atuarial, ao longo dos próximos exercícios, de forma que a alíquota de 22,56%, referente ao custeio suplementar para a amortização total da Reserva Matemática do RPPS no período de 35 (trinta e cinco) anos, sejam seguidas, com fins de equacionar, paulatinamente, o déficit do sistema.<br>|Sem prazo|16100228-6|Fundo Previdenciário do Município de Afrânio|Fundo Previdenciário do Município de Afrânio|2015|JOÃO CARNEIRO CAMPOS|Prestação de Contas|Gestão|M |Afrânio|Transitado em julgado|Acórdão|2017|2017-01-26|10:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100228&digito=6|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=A3ED6371-6266-4D52-98F9-856649DF1A9E|31||
Registrar e manter em banco de dados próprio, as informações pertinentes às contribuições dos segurados de forma individualizada, em conformidade com as exigências contidas na Lei Federal nº 9.717/1998 e na Lei Municipal nº 103/2005.<br>Observar os parâmetros estabelecidos pela Resolução CMN 3922/10, quando da aplicação de recursos do Fundo Previdenciário em moeda corrente.<br>Implementar as medidas saneadoras necessárias para a diminuição gradual do déficit atuarial constatado pela auditoria.<br>Implantar os controles internos relativos à gestão previdenciária, com fins de monitorar os resultados atuariais, os recenseamentos previdenciários periódicos e a diminuição do déficit atuarial.<br>|Sem prazo|16100229-8|Fundo Previdenciário do Município de Terra Nova|Fundo Previdenciário do Município de Terra Nova|2015|JOÃO CARNEIRO CAMPOS|Prestação de Contas|Gestão|M |Terra Nova|Transitado em julgado|Acórdão|2017|2017-03-23|10:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100229&digito=8|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=FED13559-41EF-4BB7-9BFD-2037AD414C2D|275||
"<p>Proceder ao levantamento da real necessidade de pessoal da C&amp;acirc;mara de Vereadores, com vistas &amp;agrave; realiza&amp;ccedil;&amp;atilde;o de concurso p&amp;uacute;blico, de forma a p&amp;ocirc;r cobro &amp;agrave; desarrazoada despropor&amp;ccedil;&amp;atilde;o entre servidores comissionados e ocupantes de cargos efetivos, situa&amp;ccedil;&amp;atilde;o ainda presente mesmo ap&amp;oacute;s o certame promovido em 2014. &amp;nbsp;</p>
<br>"|Sem prazo|16100243-2|Câmara Municipal do Recife|Câmara Municipal do Recife|2015|RUY RICARDO HARTEN|Prestação de Contas|Gestão|M |Recife|Transitado em julgado|Acórdão|2020|2020-07-28|15:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100243&digito=2|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=3DEFBC5F-C34C-44F0-8F02-E7CFE2C82049|573||
Adotar controles internos eficientes e eficazes, com fins de evitar a prorrogação de contratos administrativos, sem observância aos preceitos da Lei Federal no 8.666/93, em especial quanto à realização de pesquisas de preços de mercado à época das referidas prorrogações. <br>|Sem prazo|16100244-4|Instituto de Previdência dos Servidores Públicos do Município de Triunfo|Instituto de Previdência dos Servidores Públicos do Município de Triunfo (plano Financeiro)|2015|JOÃO CARNEIRO CAMPOS|Prestação de Contas|Gestão|M |Triunfo|Transitado em Julgado após Recursos|Acórdão|2017|2017-03-14|10:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100244&digito=4|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=A0EA79A7-AB0F-47C6-A85D-E2D8131177E9|209||
"<p align=""justify""><font color=""#1b2432""><font face=""Courier New, monospace""><font size=""3""><font face=""Courier New, serif"">Que sejam disponibilizadas as informa&amp;ccedil;&amp;otilde;es de despesas e receitas em s&amp;iacute;tio eletr&amp;ocirc;nico, ex vi o Art. 8&amp;ordm;, &amp;sect;1&amp;ordm;, incisos I a VI, &amp;sect; 3&amp;ordm;, inciso VII e &amp;sect;4&amp;ordm; da Lei Federal n&amp;ordm; 12.527/2011 e o Decreto Federal n&amp;ordm; 7.185/2010, arts. 2&amp;deg;, 4&amp;deg; e 7&amp;deg;, que regulamentou o inciso III, do &amp;sect; &amp;uacute;nico do artigo 48 da LRF;</font></font></font></font></p>
<br><p align=""justify""><font color=""#1b2432""><font face=""Courier New, monospace""><font size=""3""><font face=""Courier New, serif"">Que sejam enviados de forma tempestiva os M&amp;oacute;dulos de Execu&amp;ccedil;&amp;atilde;o Or&amp;ccedil;ament&amp;aacute;ria e Financeira e o de Pessoal nos termos estabelecido nas Resolu&amp;ccedil;&amp;otilde;es do TCE-PE n&amp;uacute;meros 19/2013 e 20/2013;</font></font></font></font></p>
<br><p align=""justify""><font color=""#1b2432""><font face=""Courier New, monospace""><font size=""3""><font face=""Courier New, serif"">Que seja criado o Servi&amp;ccedil;o de Informa&amp;ccedil;&amp;atilde;o ao Cidad&amp;atilde;o, ex vi o Art. 9&amp;ordm;, da Lei Federal n&amp;ordm; 12.527/2011;</font></font></font></font></p>
<br><p align=""justify""><font color=""#1b2432""><font face=""Courier New, monospace""><font size=""3""><font face=""Courier New, serif"">Que se abstenha de realizar qualquer pagamento de servi&amp;ccedil;os que n&amp;atilde;o tenham respaldo contratual, e, tamb&amp;eacute;m, sem a devida documenta&amp;ccedil;&amp;atilde;o probante nos termos do art. 173 do C&amp;oacute;digo de Administra&amp;ccedil;&amp;atilde;o Financeira do Estado de Pernambuco &amp;ndash; Lei Estadual n&amp;ordm; 7.741 /78, ressalvadas as hip&amp;oacute;teses legalmente previstas;</font></font></font></font></p>
<br><p align=""justify""><font color=""#1b2432""><font face=""Courier New, monospace""><font size=""3""><font face=""Courier New, serif"">Enviar de forma tempestiva os Relat&amp;oacute;rios de Gest&amp;atilde;o Fiscal, nos termos estabelecidos na LRF e na Resolu&amp;ccedil;&amp;atilde;o do TCE-PE.</font></font></font></font></p>
<br>"|Sem prazo|16100230-4|Câmara Municipal de Ribeirão|Câmara Municipal de Ribeirão|2015|DIRCEU RODOLFO DE MELO JÚNIOR|Prestação de Contas|Gestão|M |Ribeirão|Transitado em Julgado após Recursos|Acórdão|2019|2019-03-28|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100230&digito=4|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=BD69DD54-4C3E-4A22-8E9B-8692216E7E37|356||
"<p align=""justify""><font color=""#000000""><font face=""Times New Roman, serif""><font size=""3""><font face=""Courier New, serif"">Que a C&amp;acirc;mara Municipal de </font><font face=""Courier New, serif"">Caet&amp;eacute;s envie os RGFs de forma tempestiva, nos termos da legisla&amp;ccedil;&amp;atilde;o pertinente ao assunto;</font></font></font></font></p>
<br><p align=""justify""><font color=""#000000""><font face=""Times New Roman, serif""><font size=""3""><font face=""Courier New, serif"">Que a C&amp;acirc;mara Municipal de Caet&amp;eacute;s cuide de deixar &amp;agrave;&amp;nbsp;frente do controle interno, da comiss&amp;atilde;o de licita&amp;ccedil;&amp;atilde;o e quejandos os servidores efetivos.</font></font></font></font></p>

<p align=""justify"">&amp;nbsp;</p>
<br>"|Sem prazo|16100231-6|Câmara Municipal de Caetés|Câmara Municipal de Caetés|2015|DIRCEU RODOLFO DE MELO JÚNIOR|Prestação de Contas|Gestão|M |Caetés|Transitado em julgado|Acórdão|2018|2018-02-27|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100231&digito=6|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=0199ABD8-2AF9-4338-8DFC-654D33E7907F|168||
